,date,open,close,polarity,subjectivity,neg,neu,pos,compound,change,diection
0,2022-04-11,326.8,325.31,0.0880061313245837,0.28092581346343254,0.027053333333333332,0.8793000000000001,0.09364933333333332,0.20684853333333333,-1.490000000000009,down
1,2022-04-12,332.547,328.983,0.10467096871015523,0.2920569267657313,0.03091111111111111,0.8769027777777778,0.09218888888888889,0.18504638888888889,-3.5640000000000214,down
2,2022-04-13,327.025,340.79,0.09979509189748159,0.3138788232396688,0.03519117647058823,0.8807764705882353,0.08401176470588236,0.13980088235294116,13.765000000000043,up
3,2022-04-14,333.097,328.333,0.06771091946890558,0.279760720420269,0.06123055555555555,0.8591055555555556,0.07965555555555555,0.09439125,-4.763999999999953,down
4,2022-04-18,329.677,334.763,0.11887809994789161,0.2821755792047459,0.025993055555555554,0.8664875,0.10751250000000001,0.21917791666666667,5.085999999999956,up
5,2022-04-19,335.02,342.717,0.1152385540257068,0.2761918357683983,0.030091666666666666,0.8743069444444445,0.09559166666666666,0.1847675,7.697000000000003,up
6,2022-04-20,343.333,325.733,0.08101472302132023,0.251117064339981,0.03326111111111111,0.8834611111111111,0.08326944444444445,0.11791041666666667,-17.600000000000023,down
7,2022-04-21,358.243,336.26,0.08876475451842447,0.26760937499464593,0.035571034482758626,0.873623448275862,0.09077379310344827,0.12918910344827586,-21.983000000000004,down
8,2022-04-22,338.303,335.017,0.0802041252471808,0.28505571772620386,0.04082361111111111,0.8708930555555555,0.08819305555555555,0.10282722222222222,-3.2860000000000014,down
9,2022-04-25,326.323,332.673,0.09579302004579782,0.29104374536214817,0.04203472222222222,0.8648347222222222,0.09312222222222223,0.16804847222222222,6.350000000000023,up
10,2022-04-26,331.81,292.14,0.06980152998481864,0.26710841180117595,0.034006125574272586,0.8923874425727413,0.07362021439509954,0.11580459418070445,-39.670000000000016,down
11,2022-04-29,300.75,290.253,-0.0005874140289724735,0.3341054796574277,0.05916883116883117,0.8614935064935064,0.07935064935064935,0.045193506493506494,-10.497000000000014,down
12,2022-05-02,286.923,300.98,0.10031045591552837,0.3103586246013782,0.03897826086956522,0.8677971014492754,0.09323333333333333,0.17219652173913044,14.057000000000016,up
13,2022-05-03,301.06,303.083,0.09098325571676266,0.2815386903798362,0.035875,0.8744583333333333,0.08965555555555557,0.14273708333333335,2.0230000000000246,up
14,2022-05-04,301.313,317.54,0.06538073460747071,0.23878261765240932,0.03705972222222222,0.8916013888888888,0.07132361111111112,0.09245597222222221,16.227000000000032,up
15,2022-05-05,313.07,291.093,0.15084882144145537,0.2838716804166953,0.027380555555555554,0.8836152777777777,0.08902361111111111,0.2162123611111111,-21.976999999999975,down
16,2022-05-06,295.667,288.55,0.1085492347608667,0.2555397588265644,0.030034722222222223,0.8963777777777778,0.07359861111111111,0.13396055555555555,-7.116999999999962,down
17,2022-05-09,278.817,262.37,0.09872165630790278,0.271592291306577,0.03729774436090226,0.883827067669173,0.07887368421052632,0.12043488721804511,-16.447000000000003,down
18,2022-05-10,273.103,266.68,0.2077112426218329,0.31078397881696496,0.030970833333333333,0.8826291666666667,0.08639166666666666,0.2060320833333333,-6.423000000000002,down
19,2022-05-11,265.0,244.667,0.10017275541946594,0.2766071743374375,0.036513513513513514,0.8846543385490755,0.07883214793741108,0.13496543385490756,-20.333,down
20,2022-05-12,233.667,242.667,0.08218237896362895,0.2543001971022804,0.04115208333333333,0.8695854166666667,0.08928749999999999,0.14393666666666668,9.0,up
21,2022-05-13,257.827,256.53,0.14388234393055904,0.3425526707920078,0.04615855354659249,0.8740125173852572,0.07984979137691238,0.11015841446453409,-1.2970000000000255,down
22,2022-05-16,255.72,241.457,0.09323815545699603,0.307645714222707,0.03673913043478261,0.8720405797101449,0.09120144927536232,0.16976260869565218,-14.263000000000005,down
23,2022-05-17,249.12,253.87,0.13793044989989434,0.31346592448556737,0.03351666666666667,0.8537027777777778,0.11276527777777778,0.2274111111111111,4.75,up
24,2022-05-18,248.173,236.603,0.09207420559764311,0.3059304010675538,0.044974999999999994,0.8750902777777778,0.07995277777777778,0.11927388888888889,-11.569999999999993,down
25,2022-05-19,235.667,236.473,0.07066698646875978,0.2919739104957359,0.0685611111111111,0.8594902777777778,0.07194583333333333,-0.019312222222222224,0.8060000000000116,up
26,2022-05-20,237.997,221.3,0.062481694006867615,0.3001014524634316,0.05653194444444445,0.8610138888888889,0.08246388888888889,0.036587361111111105,-16.697000000000003,down
27,2022-05-23,218.34,224.967,0.13465384981530815,0.3376584082712555,0.07725972222222223,0.8356097222222222,0.08713888888888889,0.04828972222222222,6.6270000000000095,up
28,2022-05-24,217.843,209.387,0.10192979347133613,0.28384096013572696,0.038906944444444445,0.8707874999999999,0.09030694444444444,0.14340305555555558,-8.455999999999989,down
29,2022-05-25,207.95,219.6,0.07528588923293784,0.21607897955678215,0.03358888888888889,0.8963791666666667,0.07003333333333334,0.08979111111111113,11.650000000000006,up
30,2022-05-26,220.473,235.91,-0.0644048539499811,0.4530864859149431,0.08325452016689847,0.8326189151599444,0.0838817802503477,-0.09430625869262865,15.436999999999983,up
31,2022-05-27,241.083,253.21,-0.16069095518678853,0.5513487019539103,0.11705,0.7916722222222222,0.09086388888888888,-0.2296926388888889,12.12700000000001,up
32,2022-05-31,257.947,252.753,0.15592905560335685,0.4427332944449922,0.03470144927536232,0.7989536231884058,0.16627536231884057,0.3635765217391304,-5.194000000000017,down
33,2022-06-01,251.72,246.79,0.24023058837381753,0.5060120746987067,0.030161111111111114,0.795425,0.17441111111111113,0.41723138888888894,-4.930000000000007,down
34,2022-06-02,244.157,258.333,0.08474662012162013,0.31217263568579356,0.043065433854907534,0.8816500711237553,0.07529160739687056,0.10515846372688478,14.176000000000016,up
35,2022-06-03,243.225,234.517,0.06483267533007117,0.28327706289338234,0.05169027777777778,0.8644833333333334,0.08385555555555556,0.0883136111111111,-8.707999999999998,down
