,tweet,date,id,location,id_user,score,Country,Country_real,Compound
0,"The once lambasted electric vehicle hippie, in a stroke of marketing brilliance has had the entire right wing embra… https://t.co/NFFOEMCXcc",2022-12-07 23:59:57+00:00,1600641295512371201,"Bossier City, LA",118933311,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5994}",Bossier City LA,United States,0.5994
1,"RT @spin9: เปิดราคา Tesla อย่างเป็นทางการในไทย

Model 3
Standard — 1,759,000
Long Range — 1,999,000
Performance — 2,309,000

Model Y
Standa…",2022-12-07 23:59:56+00:00,1600641290189697024,,398718149,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
2,@MKBHD were you just at a Tesla dealer in King Of Prussia??,2022-12-07 23:59:56+00:00,1600641287379623936,48th Floor,1576524990,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",48th Floor,,0.0
3,"@RT_com's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland, United Kingdom in response to a legal demand. Learn more.",2022-12-07 23:59:55+00:00,1600641284518993920,Heaven,2287197110,"{'neg': 0.033, 'neu': 0.873, 'pos': 0.094, 'compound': 0.4215}",Heaven,United Kingdom,0.4215
4,"RT @LucaBet_123Plus: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

   อยากได้กดเลยงับ
       👇👇👇
https://t.co/qsjoYOekgu

#เครดิ…",2022-12-07 23:59:50+00:00,1600641265049092097,,1533269401989832706,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
5,"RT @lc28467239: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

 อยากได้กดเลยงับ
       👇👇👇
https://t.co/ssT9UUUtCy

#เครดิตฟรี #เ…",2022-12-07 23:59:50+00:00,1600641263388090368,,1583418504094437378,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
6,"MARK YOUR CALENDARS! Friday, 12/9 11:00AM CENTRAL, Lee from @teslaeconomist will join me to discuss Tesla,… https://t.co/zk3ZMECz1B",2022-12-07 23:59:50+00:00,1600641262742274054,"Earth, Solar System 1",17862108,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3595}",Earth Solar System 1,,0.3595
7,"@jeffreyhammel5 @elonmusk Picking up a new Model Y on Friday, thanks for the $3,750 discount. Clearly a Win-Win for Tesla and me!",2022-12-07 23:59:49+00:00,1600641259974316032,,1170772448511451136,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7088}",,,0.7088
8,"@auweia1 @JamesClayton5 Elon's not going to fuck you buddy, but if you're lucky maybe you can get run over by a tesla.",2022-12-07 23:59:46+00:00,1600641246208425984,buffalo ,993966054,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6833}",buffalo,United States,0.6833
9,@iamtomnash You're correct @iamtomnash Tesla doesn't have a demand problem the issue I see is Tesla's are still con… https://t.co/ZSZ22DFNdP,2022-12-07 23:59:45+00:00,1600641245092741125,,1589046278243098624,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3875}",,,0.3875
10,"RT @MelaynaLokosky: I mean, I LOVE to see it! 
Theranos CEO Elizabeth Holmes sentenced to 11 years in federal prison
COO Sunny Balwani gets…",2022-12-07 23:59:45+00:00,1600641243213545472,USA,16300302,"{'neg': 0.145, 'neu': 0.592, 'pos': 0.264, 'compound': 0.6833}",USA,United States,0.6833
11,"RT @barcahoyyt: Han hackeado nuestro canal, denuncien por favor. Están en directo

TESLA LIVE 

Ayúdanos por favor🙏",2022-12-07 23:59:44+00:00,1600641237887123456,"Zaragoza, España",859879374795001856,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",Zaragoza España,España,0.4019
12,"RT @UUUPPP11: เช้านี้ตื่นมาเจอการเปิดราคา #Tesla model 3 ในไทย ราคาไม่โหดร้ายมาก ตกล้านปลายๆ ถึงสองล้านต้นๆ

ระหว่างทางขับรถไปสภา เจอ model…",2022-12-07 23:59:44+00:00,1600641237702279169,The Martial Arts World ,1019822450689781761,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",The Martial Arts World,United Kingdom,0.0
13,"https://t.co/0p5U3T8LTg

Tesla APIをみると面白い。入力にはJSONは使わずクエリストリングだし、コマンド系はRPCスタイルになっている。クエリ系はREST。内部は知らんけど、少なくとも外観的にはCQRSと同等の形式",2022-12-07 23:59:42+00:00,1600641230895190016,"Tokyo, Japan",12352982,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Tokyo Japan,日本,0.0
14,"@JoeBellofatto @weed_skeleton @matt_deplorable @nickpopemod @EricRWeinstein @bariweiss @mtaibbi @elonmusk anyway, t… https://t.co/FSTTSwWqmA",2022-12-07 23:59:41+00:00,1600641227694538752,,2164153002,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
15,RT @ProfBlacktruth: Elon Musk's fortune was given to him by the US government. Tesla and SpaceX are both the result of BILLIONS in federal…,2022-12-07 23:59:41+00:00,1600641227082588160,,1299506497236463616,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
16,@pinkmenacegrrl @CollinRugg Tesla is already in TX and things are going quite well.,2022-12-07 23:59:32+00:00,1600641189773967364,,1582405612918509568,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6834}",,,0.6834
17,@_Jamison_Gaddy Shorting tesla,2022-12-07 23:59:30+00:00,1600641179942535168,,1445825908653400064,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
18,"RT @spin9: เปิดราคา Tesla อย่างเป็นทางการในไทย

Model 3
Standard — 1,759,000
Long Range — 1,999,000
Performance — 2,309,000

Model Y
Standa…",2022-12-07 23:59:28+00:00,1600641170644037632,,1028214637022470146,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
19,"RT @NowTui: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

 อยากได้กดเลยงับ
       👇👇👇
https://t.co/LlHqhHCOiK

#เครดิตฟรี #เครดิ…",2022-12-07 23:59:27+00:00,1600641169272188928,,1583418504094437378,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
20,"RT @TeslaCharging: New Tesla Supercharger: Winston-Salem, NC (12 stalls) 
https://t.co/Xf4qmHqIif https://t.co/OdQptIGl3u",2022-12-07 23:59:22+00:00,1600641145356312578,Planet Earth,1311506622821400581,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Planet Earth,ประเทศไทย,0.0
21,RT @Tesla: Delivered our first Tesla Semis last week ✌️ https://t.co/4o2tlkDcyH,2022-12-07 23:59:20+00:00,1600641137554997259,,124584997,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
22,@RealDanODowd @Tesla @elonmusk https://t.co/DdoH9nbkX8,2022-12-07 23:59:17+00:00,1600641127119556610,"Maine, USA",246356155,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Maine USA,United States,0.0
23,RT @Tesla: https://t.co/sS3CExP48Q,2022-12-07 23:59:17+00:00,1600641125123239937,"Auckland, New Zealand",356515976,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Auckland New Zealand,New Zealand / Aotearoa,0.0
24,@elonmusk @charliekirk11 But I wouldn’t want to mow all the grass!! 😃. Except maybe if I had a Tesla mower? Maybe an idea @elonmusk,2022-12-07 23:59:17+00:00,1600641124720578561,"Ohio, USA",1281370947824607238,"{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.2579}",Ohio USA,United States,0.2579
25,Um sho he can find another woman ta buy Tesla's fo... Just leave her alone she not yo type anyway dat's  what she b… https://t.co/KkHLSAeKDm,2022-12-07 23:59:17+00:00,1600641124686757890,,769824243475292160,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.296}",,,-0.296
26,@ValueAnalyst1 Omar saying it's a great 😃🤣 time is like see real Dan o saying he loves Tesla 😂,2022-12-07 23:59:11+00:00,1600641099026014209,Nigeria,1317170265915351044,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8834}",Nigeria,Nigeria,0.8834
27,"RT @SEGIngenieria: Tesla logra una autonomía de 800 km en sus camiones eléctricos. 

Esta cifra es el mínimo por el cual un camión eléctric…",2022-12-07 23:59:09+00:00,1600641093325856768,"Antofagasta, Chile",769552272535777281,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Antofagasta Chile,Chile,0.0
28,@ShibInfo Investment properties &amp; a Tesla. 🥰,2022-12-07 23:59:09+00:00,1600641092696899584,"Fort Lauderdale, FL",4572021879,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fort Lauderdale FL,United States,0.0
29,Serious question: does anyone with a Tesla know how to fucking drive,2022-12-07 23:59:07+00:00,1600641085566509057,"Washington, DC",1526972959646224385,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.0772}",Washington DC,United States,-0.0772
30,RT @eth_theh: @Tesla Congratulations,2022-12-07 23:59:07+00:00,1600641083238936576,,1600634517945225216,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",,,0.5994
31,"@Tesla Слава Ісусу Христу. Ні !  
Не по мені  ! 
Краса в чужом віконі",2022-12-07 23:59:06+00:00,1600641079895887876,Кіїв   пр. Правди  72.(УКРАЇНА,1599437134456307714,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Кіїв   пр Правди  72УКРАЇНА,,0.0
32,"RT @CarBarNFT: ⚡️ INTRODUCING: VIP CAR BAR PASS

REGISTRATION CLOSES: Dec. 9, 2022
MINT DATE: Dec. 11, 2022
MINT PRICE: Free

🎯 Join #Premi…",2022-12-07 23:59:06+00:00,1600641078402637825,"Metaverse, FL, USA",1442482528909086724,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8602}",Metaverse FL USA,,0.8602
33,"RT @LucaBet_123Plus: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

   อยากได้กดเลยงับ
       👇👇👇
https://t.co/qsjoYOekgu

#เครดิ…",2022-12-07 23:59:06+00:00,1600641078402564096,,1583418504094437378,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
34,"RT @UUUPPP11: เช้านี้ตื่นมาเจอการเปิดราคา #Tesla model 3 ในไทย ราคาไม่โหดร้ายมาก ตกล้านปลายๆ ถึงสองล้านต้นๆ

ระหว่างทางขับรถไปสภา เจอ model…",2022-12-07 23:59:06+00:00,1600641078197366784,,1028342366,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
35,Just  that way make  advertising 1  yer about  Doge  coin  about  Doge 1 mission about Tesla pay with Doge about al… https://t.co/VwqTcfE6Ne,2022-12-07 23:59:04+00:00,1600641072648327168,,1361719424588349440,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1027}",,,-0.1027
36,@TeslaBoomerMama @garyblack00 @farzyness @Tesla @elonmusk I would buy &amp; hold. And not worry much. I don’t see a sin… https://t.co/2l7TG4UBgp,2022-12-07 23:59:04+00:00,1600641072006402048,Planet- Mother Earth.,833485404590444544,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.3412}",Planet Mother Earth,,0.3412
37,"Despite the PR maneuvers, people familiar with the situation understand the root cause:

https://t.co/z82qSMmNyy",2022-12-07 23:59:04+00:00,1600641071180140546,,98250417,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
38,"RT @BriannaWu: Good morning!

One of Elno’s CRAZY LIES to pump the Tesla stock price was that there would be over 1,000,000 Tesla robots is…",2022-12-07 23:59:02+00:00,1600641063080775681,,369032276,"{'neg': 0.218, 'neu': 0.691, 'pos': 0.091, 'compound': -0.6197}",,,-0.6197
39,"RT @derJamesJackson: @WIRED Giga Berlin wanted to reach 5000 cars a week by end of 22, but was only making 2000, far behind schedule. 

Tes…",2022-12-07 23:59:02+00:00,1600641060774023169,"Newton, MA",1550645640060878848,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.0129}",Newton MA,United States,0.0129
40,"@squawksquare Momentum for tesla moving in wrong direction.  I don't think even Cybertruck can help, and who knows… https://t.co/hmUmldxGjG",2022-12-07 23:59:01+00:00,1600641059381547008,🇺🇸🇺🇸🇺🇸,305017078,"{'neg': 0.142, 'neu': 0.734, 'pos': 0.124, 'compound': -0.1027}",,,-0.1027
41,@CaliforniaLabor And @elonmusk just take twitter &amp; move to Texas where Tesla headquartered! Cheaper taxes and bette… https://t.co/Ce7ICVx0OI,2022-12-07 23:59:01+00:00,1600641057787707395,,1574436407715700737,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
42,RT @pizad_sura: จากที่ซื้อ Tesla จาก Grey เกือบ 3 ล้าน พอ Tesla Official มาขายเอง 1.8-1.9 ล้าน ก็ประหยัดไป 1 ล้านกว่าบาท แต่ถ้าเราไม่ซื้อ…,2022-12-07 23:59:01+00:00,1600641056696979457,"Chiang Mai, Thailand",879532946750701569,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.0516}",Chiang Mai Thailand,ประเทศไทย,0.0516
43,@Tesla How long until the Semi gets some new friends in the Commercial segment? https://t.co/RPH0Kv52qx,2022-12-07 23:59:00+00:00,1600641055397117954,,3895166714,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}",,,0.4767
44,"@JT16832513 the YouTubes on Tesla need more debate. Wanna do a point counter point discussion on YouTube together? If so, DM me.",2022-12-07 23:58:58+00:00,1600641046009901056,"San Francisco, CA",1465069969859772419,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",San Francisco CA,United States,0.0
45,RT @ta_nhocnaw: Tesla เปิดตัวในไทยแล้ว hype กันมาก อยากให้ดูคลิปนี้ก่อน 555,2022-12-07 23:58:57+00:00,1600641039957889024,,1238485934,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
46,"RT @UUUPPP11: เช้านี้ตื่นมาเจอการเปิดราคา #Tesla model 3 ในไทย ราคาไม่โหดร้ายมาก ตกล้านปลายๆ ถึงสองล้านต้นๆ

ระหว่างทางขับรถไปสภา เจอ model…",2022-12-07 23:58:56+00:00,1600641036350787584,"บางจาก, กรุงเทพมหานคร",379691462,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",บางจาก กรงเทพมหานคร,ประเทศไทย,0.0
47,"RT @KoguanLeo: Shareholders have the DUTY to tell the managers and the board how to utilize FCF. The cash is belong to shareholders, not to…",2022-12-07 23:58:55+00:00,1600641034266238976,"Texas, USA",1258524508794822656,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Texas USA,United States,0.0
48,@Unperson333 @CollinRugg I doubt that since Elon already moved Tesla to TX.,2022-12-07 23:58:55+00:00,1600641034073128960,,1582405612918509568,"{'neg': 0.17, 'neu': 0.611, 'pos': 0.219, 'compound': 0.186}",,,0.186
49,Long haul truckers driving through Wyoming told Cowboy State Daily on Wednesday that Tesla electric trucks weren't… https://t.co/FcDjVDIhNh,2022-12-07 23:58:52+00:00,1600641020878000128,"Wyoming, USA",1080673206573252608,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Wyoming USA,United States,0.0
50,"RT @UUUPPP11: เช้านี้ตื่นมาเจอการเปิดราคา #Tesla model 3 ในไทย ราคาไม่โหดร้ายมาก ตกล้านปลายๆ ถึงสองล้านต้นๆ

ระหว่างทางขับรถไปสภา เจอ model…",2022-12-07 23:58:51+00:00,1600641014771126273,,897433784773099520,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
51,@optigabe @TaylorOgan Did you read the article? Literally every exec other than Tesla. Our goal is to have by x dat… https://t.co/WZtUnhlMRD,2022-12-07 23:58:50+00:00,1600641010727624704,,1414748104813916161,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
52,@elonmusk I want the truth please. Are you Nikolai Tesla reincarnated? You can tell me I won’t tell.,2022-12-07 23:58:46+00:00,1600640995095621632,"Mount Pocono, PA",1586007857136279553,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.5994}",Mount Pocono PA,United States,0.5994
53,"RT @derJamesJackson: @WIRED According to metalworkers union IG Metall, Tesla is paying 20 percent less than similar companies, and the head…",2022-12-07 23:58:45+00:00,1600640991974785025,"Newton, MA",1550645640060878848,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Newton MA,United States,0.0
54,"RT @LucaBet_123Plus: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

   อยากได้กดเลยงับ
       👇👇👇
https://t.co/qsjoYOekgu

#เครดิ…",2022-12-07 23:58:45+00:00,1600640991236481026,,1570713918053715969,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
55,"@GtecJosh @RealTalkWJ @elonmusk @Tesla @gethevi Ummmmm, these ones wont work????? https://t.co/ijRRDKvBvt",2022-12-07 23:58:42+00:00,1600640979253743616,,1471923648701165571,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
56,RT @MWatkins924: Alyssa Milano sold her Tesla to buy a VW. 🤡🌍 https://t.co/vJ0mXm2Etb,2022-12-07 23:58:38+00:00,1600640964116508673,,249507431,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
57,"RT @LucaBet_123Plus: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

   อยากได้กดเลยงับ
       👇👇👇
https://t.co/qsjoYOekgu

#เครดิ…",2022-12-07 23:58:37+00:00,1600640959280459781,,1600142890218717185,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
58,"@poskupelePljuge ""naš"" preCednik je kapacitet. Pupin, Savić, Tesla su male mace za njega... O Pančiću, Cvijiću I Alasu neću da komentarisem",2022-12-07 23:58:34+00:00,1600640946722455552,"Belgrade, Republic of Serbia",1086179370950107136,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Belgrade Republic of Serbia,Србија,0.0
59,RT @Tesla: Delivered our first Tesla Semis last week ✌️ https://t.co/4o2tlkDcyH,2022-12-07 23:58:32+00:00,1600640938895867904,,1492946067792568323,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
60,RT @TroyTeslike: I get lots of comments like this. This happened 36 hours before Tesla China decided to drop their prices. https://t.co/AkL…,2022-12-07 23:58:30+00:00,1600640929287012353,,2221122546,"{'neg': 0.089, 'neu': 0.805, 'pos': 0.106, 'compound': 0.1027}",,,0.1027
61,@elonmusk With the new Tesla phone we hope!,2022-12-07 23:58:28+00:00,1600640922089410560,"Florida, USA",3724470195,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4926}",Florida USA,United States,0.4926
62,"Found this little unknown nugget out in the wild, a local electronics play that is taking the streamer market by st… https://t.co/jTp5MsCdWi",2022-12-07 23:58:28+00:00,1600640922043437056,"Vancouver, BC",17693211,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.34}",Vancouver BC,Canada,0.34
63,⭐️ El mejor inventor: ¿Nikola Tesla o Thomas Edison? https://t.co/mRokrIADSu,2022-12-07 23:58:28+00:00,1600640919967092737,World Wide Web,720534432109707264,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",World Wide Web,,0.0
64,Owning $TSLA is not for the faint of heart. If you need Elon Musk and the Tesla Board to hold your hand it may be a… https://t.co/YPi7Zdul18,2022-12-07 23:58:27+00:00,1600640917853052931,Do your own research,916681351247613954,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4939}",Do your own research,,0.4939
65,"RT @EstherKokkelman: Yes!!! More @Tesla Model S plaids and LR on their way to their new owners. This was close to Antwerp, Belgium…Europe w…",2022-12-07 23:58:27+00:00,1600640916707950608,,1071289943702482944,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.5538}",,,0.5538
66,"RT @kangg: เว็บนี้ดี สำหรับคนอยากเทียบขนาดรถรุ่นต่างๆกับ Tesla เห็นภาพชัดเจนว่าขนาดต่างกันยังไง มีหมดรถญี่ปุ่น ยุโรป อเมริกา เกาหลี 

ที่ไ…",2022-12-07 23:58:23+00:00,1600640899523878916,,4311522134,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
67,"@sebaarrau @CollinRugg Texas is very safe.  Also, Elon already moved Tesla to TX.",2022-12-07 23:58:20+00:00,1600640886504841219,,1582405612918509568,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.7526}",,,0.7526
68,"@LouisKing8888 @SawyerMerritt @Tesla @elonmusk It's real, and it's over for Tesla",2022-12-07 23:58:20+00:00,1600640884604895232,Texas,1218295819062988803,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Texas,United States,0.0
69,@ZoeSchiffer Are you re-editing these quotes to make sure you’re not outing your source(s)? I remember reading abou… https://t.co/csPJLUwRoU,2022-12-07 23:58:19+00:00,1600640881718984705,"Oakland, CA",200773028,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.3182}",Oakland CA,United States,0.3182
70,@Space_Taz Gotcha,2022-12-07 23:58:19+00:00,1600640881375301632,"Spokane, WA",1418381766243487748,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Spokane WA,United States,0.0
71,@TeslaBoomerMama I don’t understand how on the one hand you can be all in on Tesla with such conviction (as am I) a… https://t.co/tvUZDwDnpy,2022-12-07 23:58:18+00:00,1600640876803391489,,148091433,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",,,0.4939
72,RT @laojosdegata: me quiero comprar un tesla pero no se manejar que procede,2022-12-07 23:58:16+00:00,1600640869480046593,,1594848641021145089,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",,,-0.296
73,RT @Tesla: Delivered our first Tesla Semis last week ✌️ https://t.co/4o2tlkDcyH,2022-12-07 23:58:15+00:00,1600640865579536384,"Kentucky, USA",1496963136154394639,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Kentucky USA,United States,0.0
74,@DillonLoomis22 The Tesla Board has been noticeably less effective since Larry Ellison left.,2022-12-07 23:58:14+00:00,1600640860907081734,,1484012673817845760,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.4228}",,,0.4228
75,RT @Tesla: Delivered our first Tesla Semis last week ✌️ https://t.co/4o2tlkDcyH,2022-12-07 23:58:13+00:00,1600640857413230593,,1444246782838550529,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
76,@TESLA_winston https://t.co/q4rg0wHYsW,2022-12-07 23:58:13+00:00,1600640855420948480,"Rocinante, The Belt",589498306,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Rocinante The Belt,,0.0
77,RT @business: Musk's Twitter antics are alienating his devoted fans https://t.co/6V1wCc2qDM,2022-12-07 23:58:13+00:00,1600640855395950592,cloud,228231949,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",cloud,United States,0.4019
78,Tesla in Egypt ❤️👌 https://t.co/urV5HJWCfh,2022-12-07 23:58:10+00:00,1600640843890806784,Egypt,3016889604,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Egypt,مصر,0.0
79,@RealDanODowd @Tesla @elonmusk @RealDanODowd is a loser in himself. “Promoting” his own post haha - stop wasting yo… https://t.co/6BQRni9E2X,2022-12-07 23:58:07+00:00,1600640833958531072,,1243992749075922944,"{'neg': 0.342, 'neu': 0.535, 'pos': 0.123, 'compound': -0.6486}",,,-0.6486
80,esse tênis vai virar modinha igual o tesla sfd,2022-12-07 23:58:04+00:00,1600640818846523392,casa da sua prima,1495101838621880334,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",casa da sua prima,,0.0
81,"RT @UUUPPP11: เช้านี้ตื่นมาเจอการเปิดราคา #Tesla model 3 ในไทย ราคาไม่โหดร้ายมาก ตกล้านปลายๆ ถึงสองล้านต้นๆ

ระหว่างทางขับรถไปสภา เจอ model…",2022-12-07 23:58:03+00:00,1600640817366192129,"Bangkok, Thailand",1521858679,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Bangkok Thailand,ประเทศไทย,0.0
82,"RT @MikeSington: Consumer Reports releases its annual auto reliability brand rankings. Toyota took the no. 1 spot, followed by Lexus at no.…",2022-12-07 23:58:02+00:00,1600640811351560192,,765018917068648449,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",,,-0.296
83,"RT @lc28467239: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

 อยากได้กดเลยงับ
       👇👇👇
https://t.co/ssT9UUUtCy

#เครดิตฟรี #เ…",2022-12-07 23:58:02+00:00,1600640810021576704,,1502244916583231496,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
84,"RT @NowTui: ✅ กดรีทวิต  กดติดตาม หัวใจ ❤️
คอมเม้น  @LucaBet_123Plus

 อยากได้กดเลยงับ
       👇👇👇
https://t.co/LlHqhHCOiK

#เครดิตฟรี #เครดิ…",2022-12-07 23:58:00+00:00,1600640801058742272,,1570713918053715969,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
85,@FonsDK @elonmusk @mayemusk @kimbal @BillyM2k @TeslaBoomerMama @WholeMarsBlog @SawyerMerritt @teslaownersSV… https://t.co/CMFrrXnys3,2022-12-07 23:57:58+00:00,1600640792674144256,,1588385366708555776,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
86,"RT @KoguanLeo: Shareholders have the DUTY to tell the managers and the board how to utilize FCF. The cash is belong to shareholders, not to…",2022-12-07 23:57:57+00:00,1600640788207116290,,27559803,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
