Date_New,polarity,subjectivity,neg,neu,pos,compound
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,0.26666666666666666,0.25,0.0,0.5163333333333333,0.15033333333333335,0.2083
2022-01-03,-0.013888888888888876,0.3527777777777778,0.1195,0.6088333333333333,0.27166666666666667,-0.03428333333333334
2022-01-04,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0
2022-01-05,0.0,0.0,0.0,0.204,0.296,0.2202
2022-01-06,0.35,0.4375,0.0625,0.5925,0.345,0.19037500000000002
2022-01-07,0.00011904761904761817,0.2529761904761905,0.014166666666666668,0.9695,0.016333333333333335,0.0035333333333333328
2022-01-08,1.0,0.3,0.0,0.656,0.344,0.6369
2022-01-09,0.0,0.0,0.0,0.5,0.0,0.0
2022-01-10,0.10714285714285714,0.5464285714285715,0.1905,0.694,0.1155,-0.21030000000000001
2022-01-11,0.25,0.39444444444444454,0.057666666666666665,0.8536666666666667,0.08866666666666667,0.028833333333333332
2022-01-12,0.39166666666666666,0.6375,0.0,0.5965,0.40349999999999997,0.465225
2022-01-13,0.07142857142857142,0.13392857142857142,0.04925,0.80725,0.1435,0.0
2022-01-14,0.0,0.0,0.0,0.5256666666666666,0.141,0.09866666666666667
2022-01-15,-0.03333333333333333,0.15,0.0,0.45399999999999996,0.046,0.100475
2022-01-16,0.10058823529411764,0.28732026143790845,0.0,0.703764705882353,0.17858823529411766,0.15286470588235293
2022-01-17,0.125,0.27638888888888885,0.0,0.6778333333333334,0.1555,0.1776333333333333
2022-01-18,0.11444444444444443,0.3614814814814815,0.06646666666666666,0.5382,0.19526666666666664,0.20321333333333333
2022-01-19,0.20287581699346405,0.34753267973856206,0.03647058823529412,0.572529411764706,0.21458823529411766,0.16665882352941178
2022-01-20,0.0,0.0,0.0,0.38625,0.36375,0.1643
2022-01-21,0.05870310245310246,0.48042027417027416,0.1926363636363636,0.5300909090909091,0.18627272727272726,0.08521818181818182
2022-01-25,0.1761574074074074,0.29189814814814813,0.008,0.4187777777777778,0.23988888888888887,0.2662
2022-01-26,0.09791666666666667,0.20624999999999996,0.051666666666666666,0.5128333333333334,0.10216666666666667,0.11363333333333332
2022-01-27,0.05347985347985348,0.1479029304029304,0.051576923076923076,0.702,0.05403846153846154,0.023957692307692312
2022-01-28,0.08151234567901235,0.39728395061728394,0.021333333333333333,0.8157777777777777,0.1628888888888889,0.13787777777777777
2022-01-29,0.058333333333333334,0.30625,0.02575,0.608125,0.241125,0.18458750000000002
2022-01-30,0.18601349630761393,0.35125413801884386,0.040058823529411765,0.6837058823529412,0.09976470588235295,0.01987058823529412
2022-01-31,-0.0625,0.215625,0.016125,0.45887500000000003,0.025,-0.021200000000000004
2022-02-01,0.05310019841269842,0.30887896825396827,0.1055,0.6655,0.229,0.18182500000000001
2022-02-02,0.09701058201058202,0.2904232804232804,0.04533333333333333,0.6553333333333333,0.29933333333333334,0.3743444444444444
2022-02-03,0.059583333333333335,0.24458333333333332,0.0123,0.8156000000000001,0.1721,0.13950999999999997
2022-02-04,0.13333333333333333,0.15,0.0,0.5373333333333333,0.12933333333333333,0.1953
2022-02-05,0.04026666666666667,0.2417333333333333,0.014000000000000002,0.5736,0.0124,0.03977
2022-02-06,0.01874999999999999,0.14375000000000002,0.068,0.709375,0.22262500000000002,0.03836250000000001
2022-02-07,0.050472958754208756,0.41204598063973064,0.1505,0.522,0.13999999999999999,-0.10846249999999999
2022-02-08,0.04,0.04,0.0,0.5016,0.0984,0.08808
2022-02-09,0.04642857142857143,0.19047619047619047,0.02014285714285714,0.33285714285714285,0.21842857142857142,0.08348571428571429
2022-02-10,0.01333333333333333,0.13666666666666666,0.0,0.33440000000000003,0.0656,0.11988000000000001
2022-02-11,0.2109567901234568,0.3959104938271605,0.07933333333333333,0.6856666666666666,0.23488888888888887,0.10235555555555555
2022-02-12,-0.0020875420875420894,0.34964646464646465,0.0555,0.9445,0.0,-0.064
2022-02-13,0.3090909090909091,0.26363636363636367,0.019636363636363636,0.5474545454545455,0.2510909090909091,0.20046363636363634
2022-02-14,0.054761904761904755,0.1476190476190476,0.0,0.6265714285714286,0.08771428571428572,0.20525714285714286
2022-02-15,0.2333333333333333,0.26666666666666666,0.0,0.8966666666666666,0.10333333333333333,0.13396666666666665
2022-02-16,-0.02023809523809524,0.2702380952380952,0.20142857142857143,0.5172857142857142,0.1387142857142857,-0.1503857142857143
2022-02-17,0.14533333333333334,0.3413333333333333,0.1662,0.7006,0.1332,0.10311999999999996
2022-02-18,0.0861607142857143,0.2571428571428571,0.0,0.5589999999999999,0.191,0.1738875
2022-02-19,0.09564102564102563,0.14871794871794872,0.047846153846153844,0.7170769230769231,0.23507692307692307,0.1247
2022-02-20,0.06088154269972452,0.19359504132231403,0.08827272727272727,0.6877272727272726,0.1330909090909091,0.0693090909090909
2022-02-21,0.2629251700680272,0.3912443310657597,0.0385,0.5522857142857143,0.19492857142857142,0.15637142857142858
2022-02-22,0.08351370851370851,0.2346482683982684,0.052909090909090906,0.5811212121212121,0.18415151515151515,0.08943939393939394
2022-02-23,0.0910894660894661,0.39365079365079364,0.04536363636363636,0.6281818181818182,0.23554545454545453,0.24945454545454543
